Date,Open,High,Low,Close,Adj Close,Volume
2013-09-23,18.421000,18.556801,18.194700,18.240000,15.563128,941768
2013-09-24,18.240000,18.511600,18.104200,18.285299,15.601778,571166
2013-09-25,18.240000,18.421000,18.104200,18.149500,15.485909,664295
2013-09-26,18.104200,18.330500,18.104200,18.149500,15.485909,733944
2013-09-27,18.194700,18.240000,18.059000,18.149500,15.485909,609355
2013-09-30,18.104200,18.149500,17.877899,17.923201,15.292821,675925
2013-10-01,18.013700,18.104200,17.832600,17.923201,15.292821,890346
2013-10-03,18.013700,18.149500,17.923201,17.968399,15.331387,1181023
2013-10-04,18.013700,18.194700,17.923201,18.059000,15.408691,613636
2013-10-07,18.059000,18.104200,17.877899,17.923201,15.292821,820453
2013-10-08,18.194700,18.375799,17.832600,17.877899,15.254168,1371556
2013-10-09,17.832600,18.013700,17.787399,17.832600,15.215515,1236498
2013-10-10,17.877899,18.059000,17.787399,17.787399,15.176950,1241701
2013-10-11,17.923201,18.059000,17.742100,17.832600,15.215515,2287014
2013-10-14,18.149500,19.824100,17.968399,19.643101,16.760315,10074901
2013-10-15,19.914600,19.959900,18.873600,18.964199,16.181046,3694288
2013-10-17,19.100000,19.326300,18.466299,18.737900,15.987957,5169466
2013-10-18,19.009399,19.326300,18.873600,19.145201,16.335482,2747959
2013-10-21,19.281000,19.869400,19.235701,19.462000,16.605789,3070207
2013-10-22,19.281000,19.688299,19.190500,19.507299,16.644440,1809393
2013-10-23,19.552500,19.869400,19.235701,19.371500,16.528574,2360471
2013-10-24,19.462000,19.597799,19.100000,19.145201,16.335482,1174596
2013-10-25,19.190500,19.552500,18.828400,18.964199,16.181046,1663813
2013-10-28,18.964199,19.190500,18.828400,18.873600,16.103745,932583
2013-10-29,18.873600,19.371500,18.602100,19.100000,16.296913,1908962
2013-10-30,19.100000,19.281000,18.918900,18.964199,16.181046,969928
2013-10-31,18.602100,19.326300,18.602100,19.190500,16.374134,1718622
2013-11-01,19.054701,20.095699,19.054701,19.552500,16.683006,6334456
2013-11-05,19.959900,20.412500,19.597799,19.914600,16.991966,5129647
2013-11-06,19.914600,20.140900,19.552500,19.643101,16.760315,1905901
2013-11-07,20.050400,20.548300,19.416800,19.597799,16.721657,5298067
2013-11-08,19.552500,20.140900,19.462000,19.869400,16.953402,2122271
2013-11-11,19.869400,19.914600,19.235701,19.552500,16.683006,1358921
2013-11-12,19.552500,19.688299,19.145201,19.235701,16.412701,1245808
2013-11-13,19.100000,19.326300,18.737900,18.918900,16.142395,1658679
2013-11-14,19.054701,19.281000,18.918900,19.100000,16.296913,1933287
2013-11-18,19.235701,19.326300,19.009399,19.100000,16.296913,1458768
2013-11-19,19.100000,19.688299,19.054701,19.462000,16.605789,2403237
2013-11-20,19.326300,19.507299,19.145201,19.235701,16.412701,1544186
2013-11-21,19.054701,19.190500,18.918900,19.009399,16.219610,1072515
2013-11-22,19.009399,19.190500,18.737900,18.828400,16.065172,1016258
2013-11-25,18.918900,19.100000,18.737900,18.828400,16.065172,1430208
2013-11-26,18.783100,18.918900,18.375799,18.511600,15.794868,1626269
2013-11-27,18.421000,18.647301,18.421000,18.556801,15.833434,765449
2013-11-28,18.556801,18.737900,18.375799,18.421000,15.717564,1121814
2013-11-29,18.421000,18.692600,18.421000,18.556801,15.833434,1302756
2013-12-02,18.737900,19.190500,18.647301,18.828400,16.065172,3187399
2013-12-03,18.828400,18.918900,18.647301,18.692600,15.949306,859205
2013-12-04,18.647301,18.783100,18.466299,18.511600,15.794868,1235380
2013-12-05,18.602100,19.009399,18.602100,18.783100,16.026520,1323910
2013-12-06,18.783100,18.828400,18.556801,18.783100,16.026520,990152
2013-12-09,19.100000,19.235701,18.783100,18.873600,16.103745,1933060
2013-12-10,18.918900,18.918900,18.556801,18.647301,15.910653,924316
2013-12-11,18.556801,18.647301,18.421000,18.511600,15.794868,698695
2013-12-12,18.421000,18.737900,18.375799,18.466299,15.756214,779296
2013-12-13,18.375799,18.421000,18.149500,18.240000,15.563128,966518
2013-12-16,18.149500,18.285299,17.968399,18.013700,15.370038,1026759
2013-12-17,18.013700,18.194700,17.923201,17.968399,15.331387,824325
2013-12-18,17.968399,18.285299,17.968399,18.149500,15.485909,955871
2013-12-19,18.149500,18.240000,17.832600,17.832600,15.215515,1059415
2013-12-20,17.877899,18.194700,17.787399,18.104200,15.447260,1057872
2013-12-23,18.104200,18.285299,18.104200,18.149500,15.485909,1003423
2013-12-24,18.194700,18.330500,18.059000,18.149500,15.485909,1123326
2013-12-26,18.285299,18.692600,18.149500,18.556801,15.833434,3901709
2013-12-27,19.054701,19.100000,18.511600,18.556801,15.833434,4290972
2013-12-30,18.647301,18.737900,18.285299,18.375799,15.678997,1258933
2013-12-31,18.421000,18.466299,18.240000,18.375799,15.678997,1335396
2014-01-01,18.421000,18.873600,18.375799,18.737900,15.987957,1715247
2014-01-02,18.783100,19.371500,18.647301,18.692600,15.949306,5227385
2014-01-03,18.647301,18.783100,18.466299,18.647301,15.910653,1265696
2014-01-06,18.647301,18.828400,18.556801,18.602100,15.872087,896217
2014-01-07,18.647301,18.828400,18.466299,18.511600,15.794868,931772
2014-01-08,18.647301,18.737900,18.466299,18.556801,15.833434,1197883
2014-01-09,18.511600,18.692600,18.466299,18.466299,15.756214,796475
2014-01-10,18.556801,18.647301,18.149500,18.240000,15.563128,1292413
2014-01-13,18.330500,18.466299,18.059000,18.240000,15.563128,1182194
2014-01-14,18.240000,18.375799,18.149500,18.194700,15.524475,732499
2014-01-15,18.240000,18.421000,18.194700,18.285299,15.601778,1035570
2014-01-16,18.375799,19.371500,18.375799,18.602100,15.872087,9180354
2014-01-17,18.783100,18.918900,18.285299,18.330500,15.640346,1721999
2014-01-20,18.556801,19.235701,18.466299,19.145201,16.335482,52345113
2014-01-21,19.326300,19.326300,18.692600,18.783100,16.026520,3238443
2014-01-22,18.556801,19.009399,18.556801,18.873600,16.103745,1426204
2014-01-23,18.873600,19.145201,18.737900,18.783100,16.026520,2373468
2014-01-24,18.737900,18.783100,18.556801,18.602100,15.872087,1559940
2014-01-27,18.556801,18.556801,18.104200,18.194700,15.524475,2082120
2014-01-28,18.240000,18.375799,18.059000,18.104200,15.447260,1517153
2014-01-29,18.194700,18.375799,18.059000,18.104200,15.447260,1060998
2014-01-30,17.923201,18.149500,17.696899,18.104200,15.447260,2076708
2014-01-31,18.149500,18.240000,17.968399,18.149500,15.485909,1548648
2014-02-03,18.104200,18.149500,17.968399,18.013700,15.370038,1118030
2014-02-04,17.968399,18.194700,17.787399,18.104200,15.447260,1275123
2014-02-05,18.149500,18.240000,18.013700,18.104200,15.447260,588636
2014-02-06,18.194700,18.285299,17.923201,18.194700,15.524475,957980
2014-02-07,18.330500,18.375799,18.013700,18.149500,15.485909,799615
2014-02-10,18.375799,18.375799,17.877899,17.923201,15.292821,1021971
2014-02-11,18.013700,18.149500,17.968399,18.059000,15.408691,980532
2014-02-12,18.104200,18.194700,18.013700,18.104200,15.447260,776933
2014-02-13,18.149500,18.194700,17.968399,18.013700,15.370038,871304
2014-02-14,18.104200,18.194700,17.832600,18.104200,15.447260,1250239
2014-02-17,18.194700,18.194700,17.923201,17.968399,15.331387,456738
2014-02-18,18.013700,18.194700,17.968399,18.104200,15.447260,1060511
2014-02-19,18.104200,18.375799,17.923201,18.240000,15.563128,1051921
2014-02-20,18.149500,18.375799,18.059000,18.285299,15.601778,1026618
2014-02-21,18.240000,19.145201,18.104200,18.783100,16.026520,2723027
2014-02-24,18.873600,19.054701,18.421000,18.918900,16.142395,2569019
2014-02-25,18.828400,19.190500,18.602100,19.009399,16.219610,3019999
2014-02-26,18.964199,19.190500,18.828400,19.100000,16.296913,1215340
2014-02-28,19.009399,19.371500,18.873600,19.100000,16.296913,1832993
2014-03-03,18.964199,19.145201,18.828400,18.918900,16.142395,2079235
2014-03-04,18.964199,19.009399,18.783100,18.828400,16.065172,1272466
2014-03-05,18.918900,20.819901,18.873600,20.638800,17.609882,15794881
2014-03-06,20.819901,20.955601,20.095699,20.367201,17.378143,3862458
2014-03-07,20.231501,20.593500,20.095699,20.186199,17.223707,2666753
2014-03-10,20.005199,20.548300,20.005199,20.095699,17.146486,1922353
2014-03-11,20.095699,21.181900,20.095699,20.367201,17.378143,4478604
2014-03-12,20.367201,20.412500,19.914600,19.959900,17.030617,882018
2014-03-13,20.050400,21.181900,20.005199,20.684099,17.648535,4660498
2014-03-14,20.593500,20.593500,19.824100,20.140900,17.185053,2027150
2014-03-18,20.095699,20.729300,20.095699,20.548300,17.532663,2138705
2014-03-19,20.729300,20.729300,20.367201,20.412500,17.416794,1096356
2014-03-20,20.276699,20.593500,19.959900,20.050400,17.107834,1179089
2014-03-21,20.140900,20.548300,20.050400,20.276699,17.300922,1101307
2014-03-22,null,null,null,null,null,null
2014-03-24,20.367201,20.910400,20.367201,20.593500,17.571234,5263084
2014-03-25,20.548300,20.729300,20.276699,20.322001,17.339575,1901945
2014-03-26,20.412500,20.548300,20.231501,20.367201,17.378143,1788299
2014-03-27,20.322001,20.774599,20.095699,20.140900,17.185053,3588493
2014-03-28,20.231501,20.910400,20.140900,20.548300,17.532663,5701440
2014-03-31,19.824100,20.503000,19.643101,20.140900,17.185053,8475207
2014-04-01,20.140900,20.684099,19.778900,20.322001,17.339575,5928534
2014-04-02,20.819901,21.227200,20.457800,21.000900,17.918840,7327820
2014-04-03,21.181900,21.181900,20.457800,20.593500,17.571234,3452695
2014-04-04,20.593500,20.729300,20.457800,20.548300,17.532663,1964767
2014-04-07,20.548300,20.774599,20.140900,20.322001,17.339575,2292838
2014-04-09,20.367201,21.906099,20.367201,21.770300,18.575325,13830128
2014-04-10,21.951401,22.449200,21.498800,21.770300,18.575325,8620507
2014-04-11,21.725100,23.082899,21.363001,22.675501,19.347681,10826309
2014-04-15,22.947100,23.037600,21.498800,22.222900,18.961502,6835991
2014-04-16,22.268200,22.358700,21.227200,21.815599,18.613977,5754676
2014-04-17,21.770300,22.087099,21.589300,21.951401,18.729849,2671827
2014-04-21,22.177700,22.539700,21.860800,22.222900,18.961502,3498529
2014-04-22,22.992399,23.535500,22.358700,22.494499,19.193243,11567993
2014-04-23,22.449200,22.811300,22.358700,22.539700,19.231810,3079518
2014-04-24,22.539700,22.539700,22.539700,22.539700,19.231810,0
2014-04-25,22.177700,22.449200,21.363001,21.860800,18.652544,5930585
2014-04-28,21.725100,21.996599,21.544001,21.725100,18.536757,2963132
2014-04-29,21.770300,22.041901,21.272400,21.408199,18.266367,2831983
2014-04-30,21.363001,21.996599,20.457800,20.819901,17.764406,10207641
2014-05-02,20.910400,21.136700,20.729300,20.865101,17.802973,1583859
2014-05-05,20.729300,20.955601,20.548300,20.638800,17.609882,2485610
2014-05-06,20.819901,20.955601,20.412500,20.548300,17.532663,2151273
2014-05-07,20.593500,20.729300,20.322001,20.412500,17.416794,1603358
2014-05-08,20.231501,21.046200,20.231501,20.865101,17.802973,2658410
2014-05-09,20.774599,21.860800,20.774599,21.725100,18.536757,3815518
2014-05-12,21.725100,22.132401,21.725100,22.041901,18.807066,4308656
2014-05-13,22.177700,22.584999,21.996599,22.087099,18.845633,4978184
2014-05-14,22.584999,22.584999,22.087099,22.268200,19.000154,6090834
2014-05-15,22.358700,22.539700,21.906099,21.996599,18.768415,4725277
2014-05-16,22.630301,22.992399,22.132401,22.403999,19.116024,9989909
2014-05-19,22.630301,24.440701,22.449200,23.988100,20.467644,11103328
2014-05-20,24.621700,24.802799,23.625999,24.169100,20.622082,8432247
2014-05-21,24.259600,24.712299,23.897600,24.169100,20.622082,5379488
2014-05-22,24.350201,25.345900,24.350201,24.712299,21.085564,9470755
2014-05-23,25.119600,25.481701,24.259600,25.255400,21.548960,11114296
2014-05-26,25.617500,26.251101,24.078600,24.621700,21.008259,19162568
2014-05-27,24.802799,24.802799,23.580700,23.942801,20.428993,4134103
2014-05-28,23.988100,25.708000,23.942801,25.527000,21.780701,10143934
2014-05-29,25.979500,26.024799,25.074301,25.617500,21.857918,9988733
2014-05-30,25.481701,26.070101,24.983801,25.753300,21.973787,6444454
2014-06-02,25.798500,26.930000,25.255400,26.522699,22.630270,12753275
2014-06-03,26.703699,26.703699,25.843800,26.115299,22.282661,6469301
2014-06-04,26.024799,26.477400,25.934299,26.386900,22.514402,5614090
2014-06-05,26.613199,27.065800,26.205900,26.749001,22.823360,8983461
2014-06-06,27.065800,27.156300,26.567900,26.658501,22.746143,7470542
2014-06-09,26.749001,27.246799,26.613199,26.930000,22.977797,7515786
2014-06-10,27.111099,27.156300,25.889000,26.613199,22.707489,5865161
2014-06-11,26.839500,27.156300,26.070101,26.251101,22.398531,7049319
2014-06-12,26.251101,26.930000,25.889000,26.658501,22.746143,5109554
2014-06-13,26.613199,26.839500,24.848000,25.164900,21.471741,4756822
2014-06-16,25.074301,25.164900,24.395399,24.983801,21.317217,4551835
2014-06-17,24.848000,25.662701,24.802799,25.391199,21.664829,3534115
2014-06-18,26.160601,26.567900,25.345900,25.572201,21.819265,8209226
2014-06-19,25.617500,25.979500,25.029100,25.210100,21.510303,4036542
2014-06-20,25.255400,25.889000,25.164900,25.300600,21.587524,5219266
2014-06-23,25.572201,26.613199,25.572201,26.432199,22.553049,11213646
2014-06-24,26.477400,26.839500,26.296400,26.613199,22.707489,7065579
2014-06-25,26.749001,27.292101,26.522699,26.794201,22.861927,10871370
2014-06-26,26.794201,27.246799,26.341600,26.749001,22.823360,8558054
2014-06-27,26.703699,28.152100,26.703699,27.925800,23.827456,28205735
